basis,R,N,procedure,basis_dim,gs_total,gs_err,delta_sc,s_min,eff_dim,delta_int,E_exact_tot,E_exact_sum,delta_exact,joint_dim,E_a,E_b,E_dimer
sto-3g,10.0,5,novel,25,-2.274611947261643,6.000662189364903e-10,1.2424515416498139e-07,-7.588126891083884e-16,11,,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,,,
sto-3g,10.0,5,baseline_separate,5,-2.2746119478604627,1.2465584120491258e-12,1.2364633450445695e-07,2.1589358497651644e-13,4,1.2364633361627853e-07,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,10.0,5,baseline_dimer,5,-2.2746119478604627,1.2465584120491258e-12,0.0,2.1589358497651644e-13,4,1.2364633450445695e-07,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,,,-2.2746120715067972
sto-3g,10.0,6,novel,36,-2.2746119476762456,1.854636444420521e-10,1.2383055159048695e-07,-4.4331973716165945e-15,13,,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,,,
sto-3g,10.0,6,baseline_separate,6,-2.2746119478595763,2.1329604749098507e-12,1.236472209065198e-07,1.254146725070825e-14,4,1.2364722001834139e-07,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,10.0,6,baseline_dimer,6,-2.2746119478595763,2.1329604749098507e-12,8.881784197001252e-16,1.254146725070825e-14,4,1.2364722179469823e-07,-2.2746119478617093,-2.2746120715067972,1.236450879460449e-07,64,,,-2.274612071506798
sto-3g,100.0,2,novel,4,-2.2746120715047797,2.353672812205332e-14,2.0174972803488345e-12,2.197045497998041e-06,4,,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,
sto-3g,100.0,2,baseline_separate,2,-2.2741092546564943,0.0005028168482619222,0.0005028168503029562,0.01973666097626003,2,0.0005028168503038444,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,-1.137306035753399,-1.137306035753399,
sto-3g,100.0,2,baseline_dimer,2,-2.2741092546564943,0.0005028168482619222,0.0005170457745915513,0.01973666097626003,2,1.4228924288595124e-05,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,-2.2740950257322057
sto-3g,100.0,3,novel,9,-2.2746120715047553,8.881784197001252e-16,2.041922186890588e-12,-1.8366123673831555e-15,4,,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,
sto-3g,100.0,3,baseline_separate,3,-2.274612071504754,2.220446049250313e-15,2.043254454520138e-12,0.00021678847054253144,3,2.042366276100438e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,100.0,3,baseline_dimer,3,-2.274612071504754,2.220446049250313e-15,2.6645352591003757e-15,0.00021678847054253144,3,2.0459189897792385e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,-2.2746120715068
sto-3g,100.0,4,novel,16,-2.274612071504754,2.220446049250313e-15,2.043254454520138e-12,-2.3867458271049203e-15,4,,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,
sto-3g,100.0,4,baseline_separate,4,-2.2746120715047544,1.7763568394002505e-15,2.042810365310288e-12,1.4255759132943984e-17,3,2.042810365310288e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,-1.1373060357533986,-1.1373060357533986,
sto-3g,100.0,4,baseline_dimer,4,-2.2746120715047544,1.7763568394002505e-15,0.0,1.4255759132943984e-17,3,2.042810365310288e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,-2.2746120715067972
sto-3g,100.0,5,novel,25,-2.2746120715047553,8.881784197001252e-16,2.041922186890588e-12,-3.9965964342954164e-15,4,,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,
sto-3g,100.0,5,baseline_separate,5,-2.2746120715047558,4.440892098500626e-16,2.041478097680738e-12,-1.268463729702279e-16,3,2.0405899192610377e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,100.0,5,baseline_dimer,5,-2.2746120715047558,4.440892098500626e-16,0.0,-1.268463729702279e-16,3,2.041478097680738e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,-2.2746120715067972
sto-3g,100.0,6,novel,36,-2.2746120715047553,8.881784197001252e-16,2.041922186890588e-12,-8.699056976213221e-15,4,,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,
sto-3g,100.0,6,baseline_separate,6,-2.274612071504753,3.1086244689504383e-15,2.0441426329398382e-12,-4.486305215420492e-16,3,2.043254454520138e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,100.0,6,baseline_dimer,6,-2.274612071504753,3.1086244689504383e-15,8.881784197001252e-16,-4.486305215420492e-16,3,2.0450308113595383e-12,-2.274612071504756,-2.2746120715067972,2.0410340084708878e-12,64,,,-2.274612071506798
sto-3g,1000.0,2,novel,4,-2.2746120715067635,1.7763568394002505e-14,3.375077994860476e-14,2.2759646641387114e-06,4,,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,
sto-3g,1000.0,2,baseline_separate,2,-2.274109169748189,0.0005029017585922446,0.0005029017586082318,0.019906293382906056,2,0.00050290175860912,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,-1.137306035753399,-1.137306035753399,
sto-3g,1000.0,2,baseline_dimer,2,-2.274109169748189,0.0005029017585922446,0.0005170457745915513,0.019906293382906056,2,1.4144015983319491e-05,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,-2.2740950257322057
sto-3g,1000.0,3,novel,9,-2.274612071506782,8.881784197001252e-16,1.509903313490213e-14,-2.3276980676029777e-16,4,,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,
sto-3g,1000.0,3,baseline_separate,3,-2.274612071506783,1.7763568394002505e-15,1.4210854715202004e-14,0.00021997006516612835,3,1.3322676295501878e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,1000.0,3,baseline_dimer,3,-2.274612071506783,1.7763568394002505e-15,2.6645352591003757e-15,0.00021997006516612835,3,1.687538997430238e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,-2.2746120715068
sto-3g,1000.0,4,novel,16,-2.274612071506783,1.7763568394002505e-15,1.4210854715202004e-14,-4.268221866078552e-15,4,,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,
sto-3g,1000.0,4,baseline_separate,4,-2.274612071506783,1.7763568394002505e-15,1.4210854715202004e-14,2.3008532306406125e-16,3,1.4210854715202004e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,-1.1373060357533986,-1.1373060357533986,
sto-3g,1000.0,4,baseline_dimer,4,-2.274612071506783,1.7763568394002505e-15,0.0,2.3008532306406125e-16,3,1.4210854715202004e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,-2.2746120715067972
sto-3g,1000.0,5,novel,25,-2.274612071506783,1.7763568394002505e-15,1.4210854715202004e-14,-5.427950034547998e-15,4,,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,
sto-3g,1000.0,5,baseline_separate,5,-2.2746120715067812,0.0,1.5987211554602254e-14,-6.869400373403603e-17,3,1.509903313490213e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,1000.0,5,baseline_dimer,5,-2.2746120715067812,0.0,0.0,-6.869400373403603e-17,3,1.5987211554602254e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,-2.2746120715067972
sto-3g,1000.0,6,novel,36,-2.2746120715067812,0.0,1.5987211554602254e-14,-1.1265925584542724e-14,4,,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,
sto-3g,1000.0,6,baseline_separate,6,-2.274612071506784,2.6645352591003757e-15,1.3322676295501878e-14,-1.116439567758467e-16,3,1.2434497875801753e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,-1.1373060357533982,-1.1373060357533982,
sto-3g,1000.0,6,baseline_dimer,6,-2.274612071506784,2.6645352591003757e-15,8.881784197001252e-16,-1.116439567758467e-16,3,1.4210854715202004e-14,-2.2746120715067812,-2.2746120715067972,1.5987211554602254e-14,64,,,-2.274612071506798
